experiment,timestamp_utc,run_label,mode,cpu_gguf,cpu_q4_h128,cpu_threads,cpu_isa,teacher_forced,cpu_kv_cache,cpu_attention_kernel,cached_prefix_tokens,prefix_cache_restore_time_ms,prefix_cache_bytes,qwen35x_prefill_mode,qwen35x_prefill_kernel,qwen35x_weight_precision,qwen35x_cache_precision,qwen35x_decode_blocks_requested,prefill_only,run_index,prompt_name,prompt_tokens,generated_tokens,load_time_ms,prefill_time_ms,prefill_tokens_per_second,decode_time_ms,tokens_per_second,profile_json,qwen35x_profile_enabled,qwen35x_prefill_host_total_ms,qwen35x_prefill_gpu_total_ms,qwen35x_prefill_token_upload_ms,qwen35x_prefill_embed_ms,qwen35x_prefill_mark_seen_ms,qwen35x_prefill_final_norm_ms,qwen35x_prefill_lm_head_ms,qwen35x_prefill_lm_reduce_ms,qwen35x_prefill_hidden_handoff_ms,qwen35x_prefill_output_token_download_ms,qwen35x_prefill_deltanet_total_ms,qwen35x_prefill_deltanet_recurrence_ms,qwen35x_prefill_deltanet_flashqla_prepare_ms,qwen35x_prefill_deltanet_flashqla_consume_ms,qwen35x_prefill_deltanet_projection_ms,qwen35x_prefill_full_attention_total_ms,qwen35x_prefill_full_attention_attention_ms,qwen35x_prefill_full_attention_qk_ms,qwen35x_prefill_full_attention_softmax_ms,qwen35x_prefill_full_attention_pv_ms,qwen35x_prefill_full_attention_gate_ms,qwen35x_prefill_full_attention_qk_norm_rope_ms,qwen35x_prefill_full_attention_projection_ms,qwen35x_prefill_mlp_total_ms,qwen35x_decode_steps,qwen35x_decode_blocks,qwen35x_decode_max_safe_blocks,qwen35x_decode_host_total_ms,qwen35x_decode_seen_token_upload_ms,qwen35x_decode_launch_total_ms,qwen35x_decode_kernel_ms,qwen35x_decode_lm_head_ms,qwen35x_decode_output_token_download_ms
work524-delta4,2026-09-06T08:39:47.0912054Z,7-d512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,False,1,d512,512,128,570.7193,235.4525,2174.536265,1037.0562,123.426291,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524-delta4\profiles\run_cpu-h128_1_1788683985218.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524-delta4,2026-09-06T08:39:48.9813439Z,7-d512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,False,2,d512,512,128,572.3391,230.8653,2217.74342,1045.2048,122.464038,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524-delta4\profiles\run_cpu-h128_2_1788683987102.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524-delta4,2026-09-06T08:39:50.8557040Z,7-d512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,False,3,d512,512,128,569.5447,231.8073,2208.731131,1040.85,122.976414,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524-delta4\profiles\run_cpu-h128_3_1788683988983.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:18.4134594Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,571.4119,76.9914,1662.523347,1013.1509,126.338535,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_1_1788684016710.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:20.1922232Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,571.8411,106.8525,1197.913011,1036.5382,123.487972,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_2_1788684018444.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:21.8774614Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,570.0234,63.3511,2020.485832,1019.0985,125.601205,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_3_1788684020195.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:25.2766808Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,584.3721,63.4378,2017.724448,1013.8187,126.255316,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_1_1788684023586.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:26.9583409Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,567.7719,62.9003,2034.966447,1020.4604,125.433579,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_2_1788684025278.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:28.6430042Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,571.6287,63.1401,2027.237841,1018.8675,125.629682,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_3_1788684026960.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:32.0270705Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,571.5167,64.9832,1969.739871,1020.1505,125.471683,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_1_1788684030340.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:33.7090677Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,569.6699,62.7408,2040.13975,1019.3409,125.571337,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_2_1788684032029.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:35.3836686Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,569.4845,63.2277,2024.429166,1012.0628,126.474365,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_3_1788684033711.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:38.7839895Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,569.0893,63.0544,2029.993149,1017.8363,125.756961,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_1_1788684037105.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:40.5009308Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,572.8618,65.9183,1941.79765,1033.0806,123.901272,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_2_1788684038786.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta4,2026-09-06T08:40:42.1715408Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,570.2736,63.0962,2028.648318,998.3622,128.209982,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\delta4\profiles\run_cpu-h128_3_1788684040502.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:45.5487119Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,577.6561,64.7945,1975.476314,988.8706,129.440596,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_1_1788684043889.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:47.2358481Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,573.9803,64.8283,1974.446345,997.9638,128.261165,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_2_1788684045560.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:48.8926905Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,572.2848,63.6783,2010.103913,991.964,129.036941,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_3_1788684047237.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:52.2219142Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,572.5226,64.1519,1995.264365,985.3694,129.900523,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_1_1788684050570.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:53.8770408Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,572.1226,63.5417,2014.425173,989.5314,129.354157,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_2_1788684052223.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:55.5330426Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,578.4369,63.7841,2006.769712,984.3516,130.034837,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_3_1788684053878.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:40:58.8618101Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,571.5606,65.8655,1943.35426,991.144,129.143697,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_1_1788684057206.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:41:00.5146966Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,573.7183,63.7905,2006.568376,987.3821,129.635731,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_2_1788684058863.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:41:02.1803693Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,577.8711,63.8686,2004.114698,994.6954,128.68261,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_3_1788684060516.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:41:05.5300496Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,571.4908,64.1474,1995.404334,1000.3601,127.953924,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_1_1788684063866.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:41:07.1859280Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,573.5091,63.2102,2024.989638,990.5055,129.226945,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_2_1788684065531.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work524,2026-09-06T08:41:08.8536590Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,572.3076,65.6429,1949.94432,990.373,129.244234,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work524\profiles\run_cpu-h128_3_1788684067187.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:29.2843182Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,574.5772,78.9051,1622.20186,987.4725,129.623863,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_1_1788684087603.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:31.0192149Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,572.2734,107.4741,1190.984619,995.5664,128.570028,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_2_1788684089314.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:32.6746888Z,0-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,570.5366,63.0402,2030.450411,990.9751,129.165708,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_3_1788684091022.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:36.0066471Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,571.3775,63.6097,2012.271713,988.7904,129.451095,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_1_1788684094354.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:37.6689658Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,572.0028,63.3757,2019.701558,996.7735,128.414329,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_2_1788684096008.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:39.3192917Z,1-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,574.2304,62.8515,2036.546463,982.4,130.29316,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_3_1788684097671.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:42.6577230Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,572.2629,63.6125,2012.18314,988.6871,129.46462,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_1_1788684101004.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:44.3075125Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,572.3838,63.8384,2005.062784,983.0656,130.204943,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_2_1788684102659.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:45.9639193Z,2-d128-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,572.539,63.4667,2016.805663,990.2046,129.266214,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_3_1788684104309.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:49.2780953Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,1,d128,128,128,572.8927,63.2445,2023.891406,984.8621,129.967434,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_1_1788684107628.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:50.9479441Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,2,d128,128,128,570.936,63.4099,2018.612236,990.9774,129.165408,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_2_1788684109280.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work1m-delta2,2026-09-06T08:41:52.6102360Z,3-d128-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,rows,0,0,0,batched,default,bf16,bf16,0,False,3,d128,128,128,573.6271,63.7064,2009.217284,985.2547,129.915645,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\work1m-delta2\profiles\run_cpu-h128_3_1788684110949.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:17.0198646Z,0-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p512,512,0,573.9623,246.6797,2075.566007,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684196156.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:18.0648203Z,0-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p512,512,0,572.7093,398.2756,1285.541971,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684197052.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:18.9023701Z,0-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p512,512,0,574.6622,229.5628,2230.326516,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684198067.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:20.6099705Z,1-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p512,512,0,572.7823,231.4572,2212.072038,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684199775.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:21.4502470Z,1-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p512,512,0,574.9987,231.7414,2209.359225,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684200612.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:22.2890158Z,1-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p512,512,0,573.7154,231.2393,2214.156504,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684201452.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:23.9966260Z,2-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p512,512,0,573.3704,232.4649,2202.483042,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684203153.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:24.8387435Z,2-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p512,512,0,576.2969,233.054,2196.915736,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684203998.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:25.6762385Z,2-p512-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p512,512,0,572.8494,232.4457,2202.664966,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684204840.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:27.3716995Z,3-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p512,512,0,575.9585,229.0644,2235.179277,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684206536.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:28.2236402Z,3-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p512,512,0,571.8468,232.279,2204.245756,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684207389.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
